"name","address","phone","rating","number_of_reviews"
"Happy","No-47, AG Colony Rd, North Office Para, Shyamali Colony, Doranda, Ranchi, Jharkhand 834002, India","N/A",5,1
"Dr. Priya Bharti- Orthodontics in Ranchi","Bharti Dental and Healthcare, Gopal Marketing Complex, Argora Chowk, Harmu Housing Colony, Delatoli, Ranchi, Jharkhand 834002, India","N/A",3,2
"Dental Clinic","88VF+V9V, Diversion Rd, near Yuvraj Palace, Kadru, Doranda, Ranchi, Jharkhand 834002, India","N/A",4,2
"RAKSHA DENTAL CLINIC","Pipartoli, Argora, Ranchi, Jharkhand 834002, India","N/A","No rating available","No reviews"
"First Care Dental Clinic and implant center","1st floor, Harmu Rd, Bypass Rd, above Sajjan Medico, beside KFC, Shiv Dayal Nagar, Harmu Housing Colony, Harmu, Ranchi, Jharkhand 834002, India","086963 62040",5,111
"Dr. Dipti's (MDS) Dental Clinic & Implant Center","140, near Sahajanand Chowk, Basant Vihar, Harmu Housing Colony, Delatoli, Ranchi, Jharkhand 834002, India","072184 48441",4.9,82
"Dr Chen's Dental Clinic","Lower PP Compound Near Guru Nanak School, Hindpiri, Ranchi, Jharkhand 834001, India","086038 02618",4.7,90
"Dr. Abhishek Mishra","Shree Sewa Dental Care, H4, opp. Bjp Headquarters, Harmu Housing Colony, Argora, Ranchi, Jharkhand 834002, India","N/A",4.7,13
"LALS DENTAL CLINIC","Harmu Housing Colony, Delatoli, Ranchi, Jharkhand 834002, India","N/A","No rating available","No reviews"
"Dr. Megha Singh","88J8+782 NPS, opp. UCO. Bank, Kilburn Colony, Hinoo, Ranchi, Jharkhand 834002, India","N/A",3,1
"Dr. T. Ahmad (Ranchi Dental Clinic)","1st floor, J.N. Market, Tulsi Chowk, near Bank of Baroda, Doranda Bazar, Resaldar Nagar, Doranda, Ranchi, Jharkhand 834002, India","N/A",4,4
"Aastha Dental Clinic","Hinoo Main Rd, Kilburn Colony, Shivpuri Colony, Hinoo, Ranchi, Jharkhand 834002, India","079039 06877",4.7,45
"Dr ASHWINI PATHAK","Kilburn Colony, Shivpuri Colony, Hinoo, Ranchi, Jharkhand 834001, India","098359 17612",5,4
"Radhya Dental & Aesthetic Center","Pathar Road, near Kathpul, Shivpuri Colony, Doranda, Ranchi, Jharkhand 834002, India","N/A","No rating available","No reviews"
"Dental & Cosmo Kraft","RC Sahu complex 2nd floor, above HDFC Bank, Kilburn Colony, Shivpuri Colony, Hinoo, Ranchi, Jharkhand 834002, India","094730 88775",5,165
"SMILE EXPERT DENTAL AND IMPLANT CENTER","PP Compound, Hindpiri, Ranchi, Jharkhand 834001, India","094303 03570","No rating available","No reviews"
"White Cross Dental Clinic - Best Dentist - Dental Clinic in Ranchi","Pe Pee Compound, Hindpiri, Ranchi, Jharkhand 834001, India","099345 73009",4.6,14
"RC Clinic ultrasound and dental office","Malabar tower, Railway Overbridge, beside Betar kendra, Nivaranpur, Forest Officers' Colony, Doranda, Ranchi, Jharkhand 834002, India","062007 06992",4.4,171
"Sharan Dental Clinic","Kathal More Rd, near Durga Mandir, Chaputoli, Argora, Ranchi, Jharkhand 834002, India","093862 62409",5,1
"Smile City Dental Clinic","88H8+J82, near PNB BANK, Old AG Colony, Hinoo, Ranchi, Jharkhand 834002, India","N/A",5,9
"Dr. Ashish Dubey","Near Gokul Sweets, Hinoo Chowk, opp. Shri Hanuman Mandir, Shivdayal Nagar, Shukla Colony, Ranchi, Jharkhand 834002, India","094715 00380",5,41
"nilam's dental care","l.s 23, beside Shri Shiv Mandir, Harmu, Harmu Housing Colony, coloney, Ranchi, Jharkhand 834002, India","070500 41880",5,9
"First Choice Orthodontic Centre & Dental Clinic | Dr Monojit Dutta (Orthodontist & Implantologist)","First Floor, S.B Complex, near Hotel Crown Plaza, Hinoo, Ranchi, Jharkhand 834002, India","089418 51567",5,23
"Dr Abhishek Bhattacharjee","Mahatma Gandhi Main Rd, Doranda, Ranchi, Jharkhand 834002, India","083103 96156",5,16
"Bhushan Dental Clinic","shop no 14,15, Karma Oraon Complex, Birsa Chowk, next to Premsons Motor, Kathalkocha, Ranchi, Jharkhand 834002, India","080077 30263",4.9,579
"M.C.M. DENTAL CLINIC","Top Floor, Kuthiala Building Main Market, Kasumpti, Shimla, Himachal Pradesh 171009, India","094180 84508",4.7,25
"Kalra's Dental Clinic Shimla - Dentist in Shimla | Dental clinic in Shimla","Kalra Dental Clinic, The, Mall Rd, Bemloi, Shimla, Himachal Pradesh 171001, India","098163 52225",4.1,9
"Dr. Sachdeva`s Dental Studio","Metropole Cottage Estate, near tourism Lift, Bemloi, Shimla, Himachal Pradesh 171001, India","0177 280 0223",4.8,86
"Dr Gupta Dental Clinic","38/4, Mall Rd, Middle Bazar, The Mall, Shimla, Himachal Pradesh 171001, India","088941 33949",4.9,125
"Arya dental clinic","453F+M6V, Middle Bazar, Lower Bazar, Shimla, Himachal Pradesh 171001, India","N/A",3.9,15
"Suryoday Dental Clinic Shimla","Lower, Jakhoo Rd, Lakkar Bazar, Shimla, Himachal Pradesh 171001, India","N/A",5,3
"Kapoor's family dental hub","9, Meghna Complex, Mall Rd, The Mall, Shimla, Himachal Pradesh 171001, India","098160 30684",5,8
"Indu Dental Care - KNH/Chota Shimla Branch,Shimla/Best Dental Clinic Nearby","Bryston Lodge, opposite Kamla Nehru Hospital Road, beside Hotel Marina, Milsington Estate, Shimla, Himachal Pradesh 171001, India","078886 05294",5,48
"32 t Dental Clinic","Byepass Road, 35QC+R88, near Hp State co-operative bank, Khalini, Shimla, Himachal Pradesh 171002, India","N/A",5,4
"Pankaj Dental Clinic","4534+856, Chaura Maidan, Shimla, Himachal Pradesh 171004, India","093185 03661",5,4
"Indu Dental Care - Sanjauli Chowk-Branch 2/Best Dentist Clinic Nearby","Ground Floor, Basin villa, Sanjauli Chowk, below Shri Hans Satsang Mandir, near Gurudwara Sahib, North Oak, Sanjauli, Shimla, Himachal Pradesh 171006, India","078886 05294",5,230
"𝗦𝗵𝗶𝘃𝗮 𝗗𝗲𝗻𝘁𝗮𝗹 𝗖𝗮𝗿𝗲 & 𝗜𝗺𝗽𝗹𝗮𝗻𝘁 𝗖𝗲𝗻𝘁𝗿𝗲- Best Dentist/Implant Centre/Best Braces/Best Dental Clinic Shimla","bazzar Road, Sanjauli, Shimla, Himachal Pradesh 171006, India","094184 83160",4.9,306
"ABHINAV DENTAL CLINIC","Chotta Shimla, Shimla, Himachal Pradesh 171002, India","N/A","No rating available","No reviews"
"𝗜𝗻𝗱𝗲𝗿 𝗗𝗲𝗻𝘁𝗮𝗹 𝗖𝗹𝗶𝗻𝗶𝗰 - Best Dentist | Top Braces & Implant Center | Best Dental Clinic in Shimla","Inder Palace, Main Market, Housing Board Colony, Sanjauli, Shimla, Himachal Pradesh 171006, India","094180 87148",4.9,56
"HIMACHAL DENTAL CARE","Near, ISBT Tutikandi, near Aangan Regency, Tutikandi, Shimla, Himachal Pradesh 171004, India","082195 71674",5,27
"𝗪𝗘 𝗖𝗔𝗥𝗘 𝗗𝗘𝗡𝗧𝗔𝗟 𝗖𝗟𝗜𝗡𝗜𝗖","Above PNB Bank, Near Vishal Mart, Housing Board Colony, Sanjauli, Shimla, Himachal Pradesh 171006, India","098051 56566",4.9,229
"THE DOCTOR STORM","CHAUHAN NIWAS , NEAR BSNL TOWER, UPPER CEMETERY , UPPER, Sanjauli Cemetery Rd, Cemetery, Sanjauli, Shimla, Himachal Pradesh 171006, India","N/A","No rating available","No reviews"
"Dr Soni's Dental Clinic","Bhattakufer, Sanjauli, Shimla, Himachal Pradesh 171006, India","N/A",5,1
"Orocraft Dental Clinic","35GM+67J, Kasumpti, Shimla, Himachal Pradesh 171009, India","N/A",5,3
"CLASSIC DENTAL Arts","4657+222, NH 5, Dhalli, Shimla, Himachal Pradesh 171012, India","N/A","No rating available","No reviews"
"Nivaran Dental Clinic","near east end hotel, Panthaghati, Shimla, Himachal Pradesh 171009, India","098571 34190",4.8,72
"Innovate Dental Centre","101, Ornate House, Ring Rd, opp. flyover bridge, Athwa, Surat, Gujarat 395001, India","0261 247 0170",3.4,5
"Kids Smile Care","Abhinandan Royal, 108-109, Bhatar Rd, opp. Raj Empire Multiplex, Swami Gunatit Nagar, Sanskar Nagar, Athwa, Surat, Gujarat 395001, India","0261 224 0045",4.9,348
"My Dental Clinic","Shop No:110, Glamor Complex, Bhatar Rd, near Vaibhav Apartment, Bhatar, Athwa, Surat, Gujarat 395006, India","096626 70001",4.8,101
"Rathi Dental Care Clinic-best dental clinic surat","Shanti Corner Apartment, 120 Feet Bamroli Rd, Kashi Nagar, society, Surat, Gujarat 394210, India","094297 59432",5,3
"Amruta Hospital","2nd Floor, Raj Complex, Bhatar Rd, near Vaishnodevi Temple, Bhatar, Athwa, Surat, Gujarat 395001, India","N/A",4.6,328
"Dr. Rathi's Cosmetic Dental Clinic","Ring Rd, behind Morcha Masjid, Udhana Darwaja, Rustampura, Surat, Gujarat 395002, India","093773 55583",4.1,14
"Sabka dentist - Majura Gate","Office C/1, Mezzannine Floor, Swami Narayan Complex, H.No: 2, 1932/1, Majura Gate Rd, near International Trade Center Building, Kailash Nagar, Majura Gate, Surat, Gujarat 395001, India","090811 05511",4.6,1113
"Dental Signature by Dr. Swapnesh Patel","303, Rajhans Bonista, Ghod Dod Rd, behind Shri Mahakaal Bhairav Temple, Ram Chowk, Adarsh Society, Athwa, Surat, Gujarat 395001, India","072010 58000",5,14
"Adarsh Dental Care and Implant Center","86-A,, Athwalines, Adarsh Society, Athwa, Surat, Gujarat 395007, India","N/A",4,12
"Insiyah Dental Clinic","4/3452, Noorpura Road, above Shibaam collection, opposite Sakina manzil, Zampa Bazaar, Zampabazaar, Begampura, Surat, Gujarat 395003, India","096870 04821",4.9,119
"Dr.Mustafa K.Fakhri, MUSKAN Dental Clinic & Implant Centre","1st Floor, 9, Abhishek Plaza, 73, Kotsafil Main Rd, above Professional Couriers Street, opp. Air India, Gopipura, Surat, Gujarat 395003, India","090330 40277",4.9,37
"Dental Clinic","shop no 228 capital square,TP 19, Godadara Naher Road, Maharana Pratap Nagar, Godadara, Near Kiran Motors, Intercity Twp Society, Yamuna Nagar, Surat, Gujarat 395010, India","0261 285 8585",4.3,6
"OraCare Dental Clinic","M-15, First Floor, Bhagwati Ashish Complex, opp. Ashok Pan House, City Light Town, Athwa, Surat, Gujarat 395007, India","090330 12995",4.9,151
"Dr.Mayur Dudhat","4th Floor H/402 Pramukh Doctor house, Parvat Patiya, Surat, Gujarat 395010, India","093759 63146",4.9,15
"Children's dental home","M-1 Nariman point shopping centre, Rani Sati Mata Road, opposite suzuki show room, City Light Town, road, Surat, Gujarat 395007, India","074900 20852",4.9,206
"The Advance Dental Care & Implant Centre","M/21 Krishna Complex,Gujarat Gas Circle, near Sardar Bridge, Krishna Nagar Society, Premjinagar Society-1, Gita Nagar, Adajan, Surat, Gujarat 395009, India","094263 93263",5,8
"Surat Dental Implant hospital","1-Rangila park-1 Archana school road, parvat patia, puna, Kumbharia Main Rd, Shubhash Nagar, Parvat Patiya, Surat, Gujarat 395010, India","N/A",5,11
"savani orthodontic clinic","2nd floor, doctor house, Unapani Rd, above rashmi medical store, Lal Darwaja, Varachha, Surat, Gujarat 395003, India","096873 38835",4.5,8
"Dental Helpline India","4th A,Pramukh Building,Surat - Kadodara Rd, Parvat Patiya, Surat, Gujarat 395010, India","094299 90777",5,5
"Bhagvati Dental Care & Orthodontic Centre","F-1 / Silicon Park,, Nr. Pramukh Doctor House,, Parvatpatiya, Parvat Patiya, Surat, Gujarat 395010, India","N/A",5,23
"Narang Orthopedic Hospital & Dental Centre","324-326, Atlanta shopping Center Althan bhimrad, Althan Canal Rd, Apcha Nagar, Surat, Gujarat 395017, India","095121 82100",4.3,26
"Shriji Orthodontics - Dr. Mukund Zalavadiya","A-107, Millenium Point, Opp- Gabani Kidney Hospital, Lal Darwaja Station Rd, Lal Darwaja, Varachha, Surat, Gujarat 395003, India","081289 54111",4.6,9
"Dhami dental clinic","M-10, Anmol complex, beside Kantilal jewellers, near sargam shopping center, parle point , Surat :395007, Somanath Society, Umra Gam, Athwa, Surat, Gujarat 395007, India","095106 42759",4.9,7
"NuFace Maxillofacial & Dental Hospital | Dr Purvi Patel","Plot No.2,Sai Nagar,Anand Mahal To Adajan Gam Road, Road, Sai Nagar, Adajan Gam, Adajan, Surat, Gujarat 395009, India","0261 273 1591",4.9,42
"Trrue-Smile Dental clinic","5QXX+P24, New Rander Rd, Giriraj Society, Adajan, Surat, Gujarat 395009, India","0261 279 4222",5,1
"The Dental Studio","208/209, Green Atria, Anand Mahal Rd, nr. Sneh Sankul Wadi, Giriraj Society, Adajan, Surat, Gujarat 395009, India","098250 98538",4.8,12
"𝗥𝗮𝗷𝗽𝘂𝘁 𝗗𝗲𝗻𝘁𝗮𝗹 & 𝗜𝗺𝗽𝗹𝗮𝗻𝘁 𝗖𝗹𝗶𝗻𝗶𝗰 - Best Dental Clinic in Dindoli | Top Dentist in Dindoli","Mark Point, C-109/1, Jitesh Park Society, Sai Shiv Shakti Society, Dindoli, Surat, Gujarat 394210, India","096879 11454",4.9,30
"Sabka dentist - Adajan (Surat)","U-1 Regent Square, Offc No 111, Abv. D-Mart, Gangeshwar Mahadev Temple Rd, Bungalow Society, Karan Park, Adajan, Surat, Gujarat 395009, India","096247 99333",4.5,882
"'Precious Smile'","64, Subhash Nagar Society, Nr. Jamna nagar Bus Stop, Ram Chowk, Ghod Dod Rd, Miranagar Society, Athwa, Surat, Gujarat 395001, India","094998 82284",4.7,7
"SMILE PHARMA OVERSEAS","5RCJ+3CV, Laxmi Nagar, Udhana, Surat, Gujarat 395017, India","N/A","No rating available","No reviews"
"Signature Smile Dental Clinic","302, Zenon building, opposite Unique hospital, Near Sosyo Circle, Gandhi Kutir, Surat, Gujarat 395002, India","N/A",5,1
"Smile Clinic","Udhana Village, Udhana, Surat, Gujarat 394210, India","N/A","No rating available","No reviews"
"Reeva Dental Clinic","Tulsi Plaza, 13 14, S Zone Rd, near South Zone, below sarvottam restaurant, Udhana Village, Udhana, Surat, Gujarat 395002, India","097142 56006",4.8,30
"Jivan Jyot Diagnostic & Health Center","3rd Floor Dream Honda,Jivanjyot Theatre Compound, Main, Udhana Main Rd, Shiv Nagar, Satyanagar Society, Udhana, Surat, Gujarat 394210, India","0261 228 1227",4.1,67
"Dental diaries","Udhna 3 Rasta, Meeranagar Society, Udhana Village, Udhana, Surat, Gujarat 394210, India","099791 10748","No rating available","No reviews"
"Radhe dental clinic and multispeciality hospital and implant center","Plot no.A-12,first floor, 120 Feet Bamroli Rd, Haridham Society, Pandesara, Udhana, Surat, Gujarat 394221, India","099138 79919",5,7
"Innovate Dental Equipment","5R8Q+JWF, Dr Hedgewar Rd, Amber Colony, Harinagar, Udhana, Surat, Gujarat 394210, India","N/A","No rating available","No reviews"
"Gandhi dental clinic","Udhana dena bank, udhana main road, Near Dena Bank, Hari Ichchha Industrial Society, Udhna Udhyog Nagar, Udhana, Surat, Gujarat 394210, India","094267 74158",4.2,6
"Smile Medical","Siddhi Nagar, Gurunanak Hospital Gali, 5RF9+5F3, Bhatar Rd, near Ram Mandir, Sanskar Nagar, Athwa, Surat, Gujarat 395017, India","098799 05401","No rating available","No reviews"
"Dr Parth Shah, SAACHI Children Hospital","Road, Kapadia Health Club St, Sanskar Nagar, Majura Gate, Surat, Gujarat 395001, India","098985 16877",5,58
"Oraface Dental Clinic","205, second floor, milestone vibrant, opp. apple hospital, Udhana Darwaja, Aman Nagar, Surat, Gujarat 395002, India","096878 41274",5,14
"Vital Dent Care","229, Vital dent care, rajhans olympia, Bhatar Rd, near rupali canal, Sanskar Nagar, Athwa, Surat, Gujarat 395007, India","099090 25362",4.8,52
"Samol Multispecialty Hospital","Urmi Complex, Moti Lalwadi, nr. Civil Char Rasta, Lalwadi, Sagrampura, Surat, Gujarat 395008, India","080000 22044",4.6,305
"Shree Rang Dental Care,Surat","105,106 Glamour complex, Co.Op Bank Nxt, Dk Park Society, to, Bhatar Rd, opp. Surat Dist, Bhatar, Athwa, Surat, Gujarat 395001, India","079843 88247",5,71
"Care32 Dental Helpline","201, Vasudev Arcade, Vesu Canal Rd, near Rupali, above Surat Bajaj Showroom, Dinbandhu Society, Bhatar, Athwa, Surat, Gujarat 395001, India","N/A","No rating available","No reviews"
"Hayat Dental Care","Aanjada Nagar, Aman Nagar, Surat, Gujarat 395008, India","N/A","No rating available","No reviews"
"Dr. Ruchir Smart Dental Clinic","2/3, Rushabh Char Rasta, Singapuri Wadi, Rustampura, Surat, Gujarat 395002, India","N/A","No rating available","No reviews"
"Vedansh Dental Care | Dr.Rachit Jain","5,6 kalp residency, Opp. Panchsheel Bank, Nr. Sabji Mandi, Kailash Nagar, Majura Gate, Surat, Gujarat 395009, India","095107 81177",5,21
"Harsh dental clinic","E-3, Second floor, Swami Narayan Complex, Kailash Nagar, Majura Gate, Surat, Gujarat 395001, India","0261 247 4835",4.7,12
"Rathod Radhey","124, Patelnagar, B/H, Harinagar, Udhana, Surat, Gujarat 394210, India","N/A","No rating available","No reviews"
"Fresh Smile Multispeciality Dental Clinic","Pothujanam Ln, opposite A J Hall, Kumarapuram, Thiruvananthapuram, Kerala 695011, India","0471 406 6692",4.8,90
"Sunshine Dental Clinic","Tc 14/376(1, Sunshine Dental & Orthodontic Centre, Sun Towers, Nandavanam Palayam Road, Panjapura Junction, Nandavanam, Palayam, Thiruvananthapuram, Kerala 695033, India","094952 42969",4.2,24
"SKC Total Dental Care.","GWPV+43M, Near M. G. College, Next to Bata, Sree Nagar, Paruthippara, Thiruvananthapuram, Kerala 695025, India","0471 254 0506",4.3,22
"Trivandrum Dental Specialists Group","Lekshmi Nagar, Pattom, Thiruvananthapuram, Kerala 695004, India","0471 254 5455",4.6,96
"iSmile Dental Care & Advanced Orthodontic Centre","Kesavadasapuram-Ulloor Rd, near Ulloor Bridge, Aiswarya Nagar, Ulloor, Thiruvananthapuram, Kerala 695004, India","082813 50442",4.9,92
"Prathyusha Dental Care, Head Office","GW8Q+VQ2, Pattom Pottakuzhy Rd, Pottakkuzhi, Thiruvananthapuram, Kerala 695004, India","094470 60374",3,2
"Kids Dent","Pattom- Kumarapuram road, Murinjapalam, near to GG hospital, Murinjapalam, Thiruvananthapuram, Kerala 695011, India","094963 43206",4.1,45
"Apollo Dental Centre","Vellayambalam - Sasthamangalam Rd, Althara Nagar, Vellayambalam, Thiruvananthapuram, Kerala 695010, India","0471 272 0666",4.8,453
"Kamala Dental Speciality Hospital","Sree Mulam Club, T.C 29/4638, Junction, near Centre Plaza, Nandavanam, Vazhuthacaud, Thiruvananthapuram, Kerala 695014, India","095260 66001",4.8,768
"Chitra MultiSpeciality Dental Clinic Trivandrum","opposite to Elamkulam mahadeva temple and SBI, Sreekariyam, Thiruvananthapuram, Kerala 695017, India","094474 78775",4.9,1173
"Yaamis Multispeciality Dental Clinic","Opposite Artech Centrix,, Edappazhanji, Shasthamangalam P.O, CSM Nagar, Vazhuthacaud, Thiruvananthapuram, Kerala 695010, India","095263 37530",4.2,116
"Modern Dental Specialists Centre","Penta City Tower, Killipalam, Killipalam, Overbridge, Chalai Bazaar, Chalai, Thiruvananthapuram, Kerala 695002, India","0471 234 5757","No rating available","No reviews"
"Rysa Dental Clinic - Best Dental Clinic In thiruvananthapuram","TC 36, 1001, TR Sukumaran Nair Rd, Perunthanni, Pazhavangadi, Thiruvananthapuram, Kerala 695008, India","086062 11119",4.6,37
"Trivandrum Smiles Multispecialty Dental Care","First floor, Asset Business Center, Maruthumkuzhi Jn., GX7H+78G, Maruthumkuzhi Junction, Kanjirampara, Thiruvananthapuram, Kerala 695030, India","096335 23322",4.9,29
"Access Dental Care & Endodontic Centre","TC 2/3031(6), Dallys Apartments, Chalakuzhy Lane, Pattom Palace Post, Pottakkuzhi, Thiruvananthapuram, Kerala 695004, India","0471 255 5511",5,1
"Spring Garden Dental Care","Opp: Square One Homemade Treats, 3rd Floor, Spring Garden Health Care Building, T.C. 15/4238/3, Lekshmi Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004, India","094470 48561",4.7,80
"Dr. Jobin's Dental Clinic","Kakkanad Ln, Kesavadasapuram, Thiruvananthapuram, Kerala 695004, India","098462 20649",5,378
"GDC Dental clinic","GWHM+JQV, Kesavadasapuram, Thiruvananthapuram, Kerala 695044, India","0471 255 0208",3,2
"Aashirwaad Multispeciality Dental Clinic","Main Road, opposite Kendriya Vidyalaya, A1, Pattom, Thiruvananthapuram, Kerala 695004, India","098471 71222",4.9,53
"HLL CLINIC - Dental iDentiti Dental Care Services","3rd floor, Hindlabs Building ,Trida Sopanam Complex, Opp, Medical College, Chalakkuzhi, Thiruvananthapuram, Kerala 695011, India","070344 46783",4,47
"Dr Greeshma's Dhivehi Multispeciality Dental Clinic","Ground Floor, SS Plaza, Medical College, Road, near Kerala Bank, Pattom, Thiruvananthapuram, Kerala 695011, India","096058 59020",5,39
"Dr Johns Dental Centre - Best dental clinic in Trivandrum","Dr johns dental centre, Medical College, Pazhaya Rd, near Trinity Marthoma Church, opp. Hdfc Bank, P.O, Murinjapalam, Thiruvananthapuram, Kerala 695011, India","096459 45945",5,244
"Braces4u - Best aligners provider in Trivandrum","Pazhaya Road, Medical College Kumarapuram Rd, P.O, Murinjapalam, Thiruvananthapuram, Kerala 695011, India","096459 45945",5,220
"Prof.Dr.Harsha Kumar","Vaishnavam, NRA-12, Navarangam Lane, Medical College, PO, Murinjapalam, Thiruvananthapuram, Kerala 695011, India","094476 98633","No rating available","No reviews"
"The Dentofacial Studio | Pattom","Ground Floor - Menathottam Chambers, Vrindavan Gardens, Thiruvananthapuram, Kerala 695004, India","094477 77010",4.9,244
"Sangeeth","GWHH+G3J, Ulloor - Akkulam Rd, Ulloor, Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011, India","N/A","No rating available","No reviews"
"NAIK AKSHAYA CLINIC (Dr B R Naik MDS)","Pattom, Thiruvananthapuram, Kerala 695004, India","0471 254 0020",2.2,5
"Diva School Of Dental Assistance","Diva institute of Dental Assistance Ist floor ,Mansion diva, Ulloor - Akkulam Rd, PSC Nagar, Ulloor, Thiruvananthapuram, Kerala 695011, India","095672 60689",4.4,13
"Kovoor Dental Clinic and Implant Centre,Near Bab Arabia and Tony &Guy essentuals,marappalam.","between Bab Arabia and Tony &guy essentuals, Vh 229, Pattom - Kowdiar Rd, Marappalam, Thiruvananthapuram, Kerala 695004, India","098470 47435",4.9,15
"CRYSTAL DENTAL CLINIC AND ORTHODONTIC CENTRE","Sebia tower, First floor, Main Road, opposite Supplyco, Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011, India","095396 99966",4.7,40
"GOKULAM DENTAL CLINIC AND ORTHODONTIC CENTRE","pananvila, GWPR+FWG, nalanchira, Paruthippara, Thiruvananthapuram, Kerala 695015, India","099466 77799","No rating available","No reviews"
"Apolos Dental","GW9X+5X3, YMR Junction Plammoodu Rd, Marappalam, Thiruvananthapuram, Kerala 695003, India","N/A","No rating available","No reviews"
"Dr. Roshni's Dental Clinic","GW7G+H5J, Poonthi Rd, Krishna Vihar, Kumarapuram, Thiruvananthapuram, Kerala 695033, India","N/A","No rating available","No reviews"
"Vayalil Maxillofacial Centre: Dentistry | Face | Hair","Akshitam Tower, Muttada, Nalanchira, Junction, Thiruvananthapuram, Kerala 695025, India","099959 29917",4.9,82
"Consultation Clinic Doctor","Opp Windsor Mansions,Above Muthoot Finance ,Kuravankonam jct, Pattom - Kowdiar Rd, Kowdiar, Thiruvananthapuram, Kerala 695003, India","0471 272 0740",4.3,30
"Holy Family Dental & Medicare Centre","Avittom Rd, Junction, Kumarapuram, Thiruvananthapuram, Kerala 695011, India","097456 44652",4.7,12
"Dr Rajesh","Apollo Clinic Trivandrum, Tc 12,1235-1, Law College Junction Vikas Bhavan, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695033, India","1860 500 1066","No rating available","No reviews"
"Dr. VIPIN S - Best Periodontist in TRIVANDRUM","Apollo Clinic Trivandrum Tc 12,1235-1, Law College, Junction, Vikas Bhavan Rd, University of Kerala Senate House Campus, Palayam, Thiruvananthapuram, Kerala 695033, India","1860 500 1066","No rating available","No reviews"
"Dr. Nasim V. S. - Pediatric Dentist","Raahath, No. 5 Friends Nagar, Poonthi Road, Medical College Kumarapuram Rd, P.O, Friends Nagar, Kumarapuram, Thiruvananthapuram, Kerala 695011, India","082813 35901",5,11
"Dr Rasha Nasim","Raahath, No. 5, Friends Nagar Poonthy Road ( Kumarapuram - Lulu Mall, Road, Medical College Kumarapuram Rd, P.O, Friends Nagar, Kumarapuram, Thiruvananthapuram, Kerala 695011, India","094953 91171",5,25
"MERRAKKI","Friends Nagar, Kumarapuram, Thiruvananthapuram, Kerala 695011, India","N/A","No rating available","No reviews"
"Dr Rajesh S","House, 440, Prasanth Nagar, Ulloor, Thiruvananthapuram, Kerala 695011, India","N/A","No rating available","No reviews"
"Dr Mittu - Dental Clinic","Madathuvilakom Rd, Kuravankonam, Thiruvananthapuram, Kerala 695003, India","N/A",4.9,15
"Finesse Smile Multispeciality Dental Clinic & Implant Centre","TC 13, Ground, Karunz Building, 2016 (6, Kannammoola, Thiruvananthapuram, Kerala 695011, India","098474 44026",4.9,8
"OrthoSmileCraft Trivandrum","695011, BN-4, opposite Mary Nilayam Senior Secondary School, Bapuji Nagar, Ulloor, Thiruvananthapuram, Kerala 695011, India","062386 59597",5,66
"Uthara dental care","GWP9+P53, Puthukottah Ln, Bapuji Nagar, Pongumoodu, Thiruvananthapuram, Kerala 695011, India","N/A",5,2
"METRO MULTISPECIALITY DENTAL CARE","Kurisadi Junction, Nalanchira, Paruthippara, Thiruvananthapuram, Kerala 695015, India","094473 50707",5,4
"Captains Dental Care","Sowparnika TC 24/691 (1) Brahmins Colony A 5 Kowdiar, PO, Toll Junction, Kowdiar, Thiruvananthapuram, Kerala 695003, India","094470 34646",4.8,20
"RK Dental clinic & implant centre","Kurishadi, Nalanchira, Paruthippara, Thiruvananthapuram, Kerala 695015, India","097787 11532",4.8,28
"Global Dental Solutions","Multi Speciality Dental Clinic, 2nd Floor, Ali Building, near ICICI Bank ATM, Pandits Colony Extension, Kowdiar, Thiruvananthapuram, Kerala 695003, India","0471 236 0277",4.8,130
"Haripriya Dental Clinic","KT Rd, opp. Income Tax Office, Bhavani Nagar, Tirupati, Andhra Pradesh 517501, India","098494 99459",4.8,253
"Vinuthna Speciality Dental Hospital","No: 8, 117, RC Road, beside Canara Bank, Telugu Nagar, Royal Nagar, Tirupati, Andhra Pradesh 517501, India","094402 09009",3.7,3
"CARE DENTAL CLINIC","Bhavani Nagar Ln, opposite AirTel office, Nehru Nagar, Tirupati, Andhra Pradesh 517501, India","099494 61633",4.3,15
"Chandana Dental","18-2-150, opp. CS Cinemas 4K DOLBY Atmos, Ashok Nagar, Korlagunta, Tirupati, Andhra Pradesh 517501, India","0877 225 1616",4.9,43
"Anu's Dental-అనూస్ డెంటల్","19-11-18 Sarada Nagar, Tiruchanoor Road, Kakatiya Nagar, Tirupati ph 7569999199, Tirupati, Andhra Pradesh 517501, India","0877 222 4440","No rating available","No reviews"
"DURGAPRASADDENTALHOSPITAL","JUNCTION, Tirumala Bypass Rd, near Leela Mahal Circle, next to CITY UNION BANK BESIDES VASU CARDIAC CARE, Srinivasa Nagar, Shiv Jyoti Nagar, TIRUPATHI, Tirupati, Andhra Pradesh 517507, India","N/A",3.7,45
"Dr. Suresh Dental Clinic","Opp. Rhythu Bazar, Rayala Cheruvu Road, JCG8+8Q5, Royal Nagar, Tirupati, Andhra Pradesh 517501, India","098496 71363","No rating available","No reviews"
